EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
133468;Centro Comunitario de Salud Familiar Rilán;33-468;33-375;133375.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;10201;Castro;Avenida;8;18 de Septiembre, Sector Rilán Rural;975887827;;NO;No Aplica;No Aplica;-42.52041;-73.62747;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133471;Posta de Salud Rural Yutuy;33-471;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10201;Castro;Calle;;Sector Yutuy;962390631;;NO;No Aplica;No Aplica;-42.51786;-73.75289;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133509;Posta de Salud Rural Isla Cahuach;33-509;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10210;Quinchao;Calle;;Sector Isla Cahuach;;;NO;No Aplica;No Aplica;-42.5098;-73.2662;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133467;Posta de Salud Rural Puyán;33-467;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10201;Castro;Calle;;Sector Puyán;962390772;;NO;No Aplica;No Aplica;-42.50873;-73.72288;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133283;Laboratorio Clínico y Hematológico Biolab;33-283;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;10201;Castro;Calle;406;Freire;;;NO;No Aplica;No Aplica;-42.481583;-73.76844;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
133285;Laboratorio Clínico y Hematológico Biolab Ltda. ECOSUR;33-285;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;10201;Castro;Calle;415;Serrano;;;NO;No Aplica;No Aplica;-42.48154;-73.761748;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
200343;Laboratorio Clínico el Bosque;33-902;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;10201;Castro;Calle;458;Serrano;;18-12-2012;NO;No Aplica;No Aplica;-42.481138;-73.762143;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
200316;Laboratorio Clínico Austral;33-901;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;10201;Castro;Calle;458;Serrano, Oficina 28;;18-12-2012;NO;No Aplica;No Aplica;-42.481135;-73.762228;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
133284;Laboratorio Clínico Austral;33-284;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;10201;Castro;Calle;459;Serrano;;;NO;No Aplica;No Aplica;-42.481075;-73.761736;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
133201;Centro Médico Austral;33-201;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;10201;Castro;Calle;459;Serrano;652633954;;NO;No Aplica;No Aplica;-42.481073;-73.761779;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200442;Centro Comunitario de Salud Familiar Gamboa;33-906;33-375;133375.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;10201;Castro;Calle;301;Profesor César Vera;962391837;26-12-2017;NO;No Aplica;No Aplica;-42.480916;-73.781801;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133278;Policlínico de la AChS Castro;33-278;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;10201;Castro;Calle;498;Ramón Freire;652639430;;NO;No Aplica;No Aplica;-42.480623;-73.768543;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133012;Clínica Dental Móvil Triple. Pat. BKYS90 (Castro);33-012;33-010;133010.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil;Unidad de Atención;No Aplica;Servicio de Salud;Primario;10201;Castro;Calle;504;Bernardo O'Higgins;327601;;NO;No Aplica;No Aplica;-42.480422;-73.765145;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133030;Unidad de Salud Funcionario   S.S Chiloé;33-030;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Salud Funcionarios;Unidad de Atención;No Aplica;Servicio de Salud;Secundario;10201;Castro;Calle;504;BernardoO'Higgins;;29-01-2021;NO;No Aplica;No Aplica;-42.480422;-73.765145;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Chiloé);33-010;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Dirección Servicio de Salud;Unidad de Atención;No Aplica;Servicio de Salud;No Aplica;10201;Castro;Calle;504;Bernardo O'Higgins;;;NO;No Aplica;No Aplica;-42.480422;-73.765145;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133011;PRAIS (S.S Chiloé);33-011;33-010;133010.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Programa de Reparación y Atención Integral de Salud (PRAIS);Programa de Atención;No Aplica;Servicio de Salud;No Aplica;10201;Castro;Calle;504;BernardoO'Higgins;;;NO;No Aplica;No Aplica;-42.480422;-73.765145;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133282;Policlínico Instituto de Seguridad del Trabajo de Castro;33-282;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;10201;Castro;Calle;488;O'Higgins;652637740;;NO;No Aplica;No Aplica;-42.480412;-73.76217;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200068;Policlínico de la Mutual de Seguridad CChC Castro;33-968;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;10201;Castro;Calle;735;O'Higgins;652632784;;NO;No Aplica;No Aplica;-42.477619;-73.765054;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133286;Laboratorio Clínico Chiloé;33-286;;;10;Región de Los Lagos;10;SEREMI de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;10201;Castro;Calle;759;Freire;;;NO;No Aplica;No Aplica;-42.477497;-73.768092;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
133150;Hospital de Castro;33-150;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;10201;Castro;Calle;852;Freire;652650548;;SI;Urgencia Hospitalaria (UEH);No Aplica;-42.477043;-73.76933;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
133375;Centro de Salud Familiar Dr. René Tapia Salgado;33-375;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;10201;Castro;Calle;939;Galvarino Riveros;652632216;;NO;No Aplica;No Aplica;-42.47437;-73.77202;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133160;Hospital Comunitario de Achao;33-160;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;10210;Quinchao;Calle;16;Riquelme;652328800;;SI;Urgencia Hospitalaria (UEH);No Aplica;-42.46956;-73.4946;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
133776;Centro Comunitario de Salud Familiar Kintunien;33-776;33-375;133375.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;10201;Castro;Calle;;Inés de Bazan;652537081;;NO;No Aplica;No Aplica;-42.46459;-73.77779;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200009;Centro de Salud Familiar Quillahue;33-909;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;10201;Castro;Calle;2719;Galvarino Riveros Norte;652773080;27-12-2013;NO;No Aplica;No Aplica;-42.46066;-73.79259;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200176;SAR Castro;33-900;33-909;200009.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Establecimiento de Salud;No Aplica;Municipal;Primario;10201;Castro;Calle;2719;Galvarino Riveros Norte;56959869775;16-01-2014;SI;Urgencia Ambulatoria (SAR);No Aplica;-42.460482;-73.792562;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133507;Posta de Salud Rural Isla Quenac;33-507;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10210;Quinchao;Calle;;Sector Isla Quenac;;;NO;No Aplica;No Aplica;-42.458186;-73.331314;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133360;Centro de Salud Familiar Curaco de Vélez;33-360;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;10204;Curaco de Vélez;Calle;6;Gabriela Mistral;652667388;;NO;No Aplica;No Aplica;-42.43967;-73.60028;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200983;SUR Curaco de Vélez;33-916;33-360;133360.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;10204;Curaco de Vélez;Calle;6;Gabriela Mistral;652667388;10-02-2020;SI;Urgencia Ambulatoria (SUR);No Aplica;-42.43967;-73.600279;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133775;Centro Comunitario de Salud Familiar Llau Llao;33-775;33-375;133375.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;10201;Castro;Calle;218;Arturo Prat;652328680;;NO;No Aplica;No Aplica;-42.43555;-73.76907;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133505;Posta de Salud Rural Isla Llingua;33-505;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10210;Quinchao;Calle;;Sector Isla Llingua;;;NO;No Aplica;No Aplica;-42.432643;-73.45283;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133506;Centro Comunitario de Salud Familiar Isla Meulín;33-506;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;10210;Quinchao;Calle;;Isla Meulín, Sector San Francisco;992423196;;NO;No Aplica;No Aplica;-42.416416;-73.299654;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133513;Posta de Salud Rural Palqui;33-513;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10204;Curaco de Vélez;Calle;;Sector Palqui;967616429;;NO;No Aplica;No Aplica;-42.40884;-73.52866;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133547;Posta de Salud Rural Pid - Pid;33-547;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10201;Castro;Calle;;Caserío de Pid Pid;962390272;;NO;No Aplica;No Aplica;-42.40386;-73.7741;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133512;Posta de Salud Rural Huyar Alto;33-512;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10204;Curaco de Vélez;Calle;;Sector Huyar Alto;967616430;;NO;No Aplica;No Aplica;-42.40249;-73.56671;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
124519;Posta de Salud Rural Buill;24-519;;;10;Región de Los Lagos;24;Servicio de Salud Del Reloncaví;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10401;Chaitén;Calle;;Caserío Buill;;;NO;No Aplica;No Aplica;-42.40182;-72.71769;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133504;Posta de Salud Rural Isla Lin-Lin;33-504;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10210;Quinchao;Calle;;Sector Isla Lin-Lin;;;NO;No Aplica;No Aplica;-42.3883;-73.43407;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133515;Posta de Salud Rural Tac;33-515;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Isla Tac;993232823;;NO;No Aplica;No Aplica;-42.38676;-73.13622;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133350;Centro de Salud Familiar Dalcahue;33-350;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;10205;Dalcahue;Calle;315;Ramón Freire;652641295;;NO;No Aplica;No Aplica;-42.37922;-73.65206;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200734;SUR Dalcahue;33-913;33-350;133350.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;10205;Dalcahue;Calle;315;Ramón Freire;;;SI;Urgencia Ambulatoria (SUR);No Aplica;-42.37759;-73.676554;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133472;Posta de Salud Rural Mocopulli;33-472;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10205;Dalcahue;Calle;;Aldea de Mocopulli;;;NO;No Aplica;No Aplica;-42.35281;-73.70994;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133473;Posta de Salud Rural Quetalco;33-473;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10205;Dalcahue;Calle;;Sector Quetalco;;;NO;No Aplica;No Aplica;-42.31899;-73.5562;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133474;Posta de Salud Rural Calén;33-474;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10205;Dalcahue;Calle;;Caserío Calén;;;NO;No Aplica;No Aplica;-42.32826;-73.4599;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
124731;Centro Comunitario de Salud Familiar de Ayacara;24-731;24-531;124531.0;10;Región de Los Lagos;24;Servicio de Salud Del Reloncaví;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;10401;Chaitén;Calle;;Sector Ayacara;;;NO;No Aplica;No Aplica;-42.31861;-72.78786;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133496;Posta de Salud Rural Tenaún;33-496;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10205;Dalcahue;Calle;;Caserío de Tenaún;;;NO;No Aplica;No Aplica;-42.31577;-73.3866;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133514;Posta de Salud Rural Mechuque;33-514;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Sector Mechuque;985277359;;NO;No Aplica;No Aplica;-42.315142;-73.26871;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133517;Posta de Salud Rural Voigue;33-517;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Sector Voigue;985281459;;NO;No Aplica;No Aplica;-42.301222;-73.218194;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133740;Centro Comunitario de Salud Familiar Metahue;33-740;33-340;133340.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Isla Butachauques, sector Metahue;994350094;;NO;No Aplica;No Aplica;-42.299393;-73.127329;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133546;Posta de Salud Rural Puchaurán;33-546;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10205;Dalcahue;Calle;;Sector Puchaurán;;;NO;No Aplica;No Aplica;-42.27252;-73.5208;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133497;Posta de Salud Rural Quicaví;33-497;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Sector Quicaví;993223691;;NO;No Aplica;No Aplica;-42.26747;-73.35307;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133495;Posta de Salud Rural Montemar;33-495;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Sector Montemar Bajo;994336465;;NO;No Aplica;No Aplica;-42.25959;-73.42806;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133559;Posta de Salud Rural Butalcura;33-559;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10205;Dalcahue;Calle;;Localidad Butalcura Km. 60 Ruta 5 Sur;;;NO;No Aplica;No Aplica;-42.25369;-73.70632;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
124548;Posta de Salud Rural Hueque;24-548;;;10;Región de Los Lagos;24;Servicio de Salud Del Reloncaví;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10401;Chaitén;Calle;;Sector Hueque;;;NO;No Aplica;No Aplica;-42.24919;-72.73722;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133494;Posta de Salud Rural Quinterquén;33-494;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Sector Quinterquén;994337230;01-01-1985;NO;No Aplica;No Aplica;-42.16837;-73.39694;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133340;Centro de Salud Familiar Quemchi;33-340;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;10209;Quemchi;Avenida;;Johnstone;652891231;25-05-2015;NO;No Aplica;No Aplica;-42.14558;-73.47917;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200732;SUR Quemchi;33-911;33-340;133340.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Avenida;;Johnstone;;;SI;Urgencia Ambulatoria (SUR);No Aplica;-42.145307;-73.478935;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200449;Centro Comunitario de Salud Familiar Puntra Degañ;33-907;33-390;133390.0;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;10202;Ancud;Calle;;Panamericana Sur, cruce ruta W5, camino a Quemchi;968786403;08-02-2018;NO;No Aplica;No Aplica;-42.14442;-73.71907;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133493;Posta de Salud Rural Morrolobos;33-493;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Sector Morrolobos;994419876;01-01-1985;NO;No Aplica;No Aplica;-42.126726;-73.389938;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
124415;Posta de Salud Rural Paso El Bolsón o Segundo Corral;24-415;;;10;Región de Los Lagos;24;Servicio de Salud Del Reloncaví;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10103;Cochamó;Calle;;Sector Paso El Bolsón o Segundo Corral;;;NO;No Aplica;No Aplica;-42.076207;-71.864474;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133492;Posta de Salud Rural Lliuco (Quemchi);33-492;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10209;Quemchi;Calle;;Sector Lliuco;993453136;;NO;No Aplica;No Aplica;-42.03023;-73.47273;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
133557;Posta de Salud Rural Coipomo;33-557;;;10;Región de Los Lagos;33;Servicio de Salud Chiloé;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;10202;Ancud;Calle;;Sector Coipomo;983440711;;NO;No Aplica;No Aplica;-42.02493;-73.90644;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
